_link,_link_main,id,title,description
1728.tender.criteria.6,1728,247106,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1728.tender.criteria.7,1728,247107,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y 073/074.(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1729.tender.criteria.0,1729,68969,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1729.tender.criteria.1,1729,68970,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1729.tender.criteria.2,1729,68971,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1729.tender.criteria.3,1729,68972,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1729.tender.criteria.4,1729,68973,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1730.tender.criteria.0,1730,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1731.tender.criteria.0,1731,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1732.tender.criteria.0,1732,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1733.tender.criteria.0,1733,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1734.tender.criteria.0,1734,35256,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1734.tender.criteria.1,1734,38625,Nationality,"Nationality in accordance with ITB Subclause 4.2.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1734.tender.criteria.2,1734,38626,Conflict of Interest,"No conflicts of interest in accordance with ITB Subclause 4.3.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1734.tender.criteria.3,1734,38627,ADB Eligibility,"Not having been declared ineligible by ADB, as described in ITB Subclause 4.4.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1734.tender.criteria.4,1734,38628,Government-Owned Enterprise,"Bidder required to meet conditions of ITB Subclause 4.5.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Forms ELI 1; ELI 2 with attachments"
1734.tender.criteria.5,1734,38629,United Nations Eligibility,"Not having been excluded by an act of compliance with a UN Security Council resolution in accordance with ITB Subclause 4.7.   Single entity must meet requirements. In case of joint ventures, each partner must meet requirement.  Document required: Letter of Technical Bid"
1735.tender.criteria.0,1735,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1736.tender.criteria.0,1736,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1737.tender.criteria.0,1737,200040,Conflict of Interest,No conflicts of interest in accordance with ITB Sub-Clause 4.3. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Letter of Bid.
1737.tender.criteria.1,1737,200041,Government-owned Entity,"Bidder required to meet conditions of ITB Sub-Clause 4.5. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1737.tender.criteria.2,1737,200042,UN Eligibility,"Not having been declared ineligible based on a United Nations resolution or Employer's country law, as described in ITB Sub-Clause 4.8. Single Entity and each partners of existing or intended JV must meet requirement. This shall be evaluated based on Forms ELI - 1, ELI - 2, with attachments."
1737.tender.criteria.3,1737,200043,Other Eligibility: Firm Registration Certificate,Firm Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1737.tender.criteria.4,1737,200044,Other Eligibility: Business Registration Certificate,Business Registration Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1737.tender.criteria.5,1737,200045,Other Eligibility: Business Licence Renewal Certificate,Business Licence Renewal Certificate document should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1737.tender.criteria.6,1737,200046,Other Eligibility: VAT and PAN Registration certificate,VAT and PAN Registration certificate (only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1737.tender.criteria.7,1737,200047,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y 2073/074.(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
1738.tender.criteria.0,1738,0,Other Eligibility: Tax Clearance certificate,Tax Clearance Certificate/Tax return submission evidence for the F/Y [[[fin year]]].(Only for domestic bidders) should be attached. Single Entity and each partners of existing or intended JV must meet this requirement.
